time	mem usage	cput0	cput1	cput2	cput3	cput4	cput5	cput6	cput7	cput8	cput9	cput10	cput11	cput12	cput13	cput14	cput15	cput16	cput17	cput18	cput19	cput20	cput21	cput22	cput23	cput24	cput25	cput26	cput27	cput28	cput29	cput30	cput31
2020-12-19 22:49:30.957107	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:31.458901	5.43	90.0	83.3	89.6	89.8	89.6	83.7	89.6	87.8	98.0	90.2	100.0	94.0	98.0	88.0	92.0	98.0	10.2	12.0	11.8	10.0	13.7	10.0	11.8	10.0	12.0	6.0	11.8	10.0	10.0	10.0	12.0	8.0
2020-12-19 22:49:31.960728	5.86	98.0	98.0	98.0	98.0	98.0	100.0	98.0	98.0	100.0	98.0	98.0	96.1	96.0	100.0	96.1	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:32.462135	6.3	100.0	98.0	100.0	100.0	100.0	98.0	100.0	98.0	93.6	95.9	95.9	93.9	98.0	96.1	97.9	95.7	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:32.963447	6.59	94.2	98.0	95.9	94.0	94.2	93.9	96.0	94.0	81.6	76.6	83.7	80.0	78.0	76.0	80.4	81.3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2020-12-19 22:49:33.464777	6.72	59.6	60.0	60.0	57.4	62.7	61.2	62.0	62.0	22.0	21.7	27.1	27.7	4.1	14.6	27.1	23.9	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:33.966267	6.94	33.3	27.9	36.0	30.4	32.7	31.9	34.0	32.7	32.7	29.2	28.6	22.4	24.0	20.4	24.0	4.3	6.0	0.0	0.0	0.0	3.9	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:34.467661	6.95	39.2	31.2	33.3	26.7	29.8	35.3	31.9	34.7	31.3	36.5	34.7	33.3	29.2	0.0	32.7	28.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2020-12-19 22:49:34.968917	6.98	33.3	34.7	28.9	31.9	34.7	27.3	36.5	31.3	18.0	27.7	32.7	31.3	12.5	30.6	36.0	37.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:35.470288	7.0	35.3	36.0	36.0	29.8	34.0	31.2	31.9	32.7	0.0	20.5	34.0	33.3	36.0	36.0	32.7	28.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:35.971620	7.03	34.0	31.9	37.3	33.3	31.9	34.0	35.3	34.7	14.6	27.7	31.9	31.3	27.7	12.8	33.3	32.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
2020-12-19 22:49:36.472936	7.07	25.0	25.0	27.7	31.3	27.7	30.6	26.1	27.7	22.4	35.8	30.6	29.2	31.2	29.8	25.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:36.974327	7.09	26.7	32.0	32.0	29.2	24.4	29.2	29.8	28.3	27.7	29.2	28.3	35.3	26.1	30.6	25.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:37.475592	7.13	29.2	28.3	31.2	25.0	33.3	31.2	27.1	24.4	29.2	30.6	28.3	32.0	33.3	29.2	30.2	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2020-12-19 22:49:37.976915	7.15	31.2	27.7	31.3	22.7	28.3	30.6	34.0	30.6	29.2	26.7	27.1	20.8	32.0	29.8	27.1	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:38.478288	7.2	32.7	29.8	27.7	35.3	30.6	30.6	27.7	29.2	22.7	33.3	25.0	0.0	35.3	26.1	28.3	29.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:38.979539	7.21	30.6	34.6	29.8	27.7	32.0	32.0	29.2	32.0	26.1	16.7	23.9	8.3	33.3	27.7	30.6	34.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8
2020-12-19 22:49:39.480868	7.25	28.3	26.7	30.6	33.3	29.2	27.7	27.7	30.6	29.2	30.6	12.0	22.2	30.6	26.1	30.0	15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:39.982237	7.27	34.0	29.2	29.2	29.2	30.6	32.7	32.0	35.3	32.0	31.3	4.1	33.3	24.5	34.6	29.2	34.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:40.483553	7.3	21.4	29.8	32.7	28.3	33.3	33.3	33.3	30.6	32.0	24.4	23.4	10.2	25.0	20.5	30.6	32.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-19 22:49:40.984905	7.35	31.2	26.1	24.4	34.0	26.1	33.3	29.8	34.0	34.0	29.2	0.0	19.6	28.3	28.3	32.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
